financial_year,wpm_material_type,wpm_material_name,waste_stream,recycled,waste_to_energy,export_interstate,export_international,disposal,recovery_rate,,,,,,,
2020-2021,Paper,and,cardboard,Printing,and,writing,paper,Construction,and,Demolition,0,0,0,0,1696.048151,0
2020-2021,Paper,and,cardboard,Printing,and,writing,paper,Municipal,Solid,Waste,0,0,0,0,85652.975702,0
2020-2021,Plastic,HDPE,(2),Commercial,and,Industrial,2822.182038,0,520.351001792115,3625.476563,68616.379476,0.092188,,,,
2020-2021,Plastic,HDPE,(2),Construction,and,Demolition,221.47499,0,35.8862759856631,223.10625,4436.136002,0.097723,,,,
2020-2021,Plastic,HDPE,(2),Municipal,Solid,Waste,10827.737463,0,1946.83047222222,13999.917188,72989.094098,0.268379,,,,
2020-2021,Plastic,LDPE,(4),Commercial,and,Industrial,13350.179539,0,74.8424369747899,3340.593407,51390.510151,0.245988,,,,
2020-2021,Plastic,LDPE,(4),Construction,and,Demolition,4.999522,0,0,0,3322.461692,0.001502,,,,
2020-2021,Plastic,LDPE,(4),Municipal,Solid,Waste,8045.294244,0,43.9075630252101,2024.006593,34814.154409,0.225101,,,,
2020-2021,Plastic,Other,plastics,(7),Commercial,and,Industrial,7635.695358,0,288,630.521053,38555.512438,0.18158,,,
2020-2021,Plastic,Other,plastics,(7),Construction,and,Demolition,0,0,0,0,2378.608945,0,,,
2020-2021,Plastic,Other,plastics,(7),Municipal,Solid,Waste,3201.113431,0,0,256.878947,86076.005721,0.038622,,,
2020-2021,Plastic,PET,(1),Commercial,and,Industrial,3514.892988,0,526.168914878893,6642.649367,28422.684385,0.273196,,,,
2020-2021,Plastic,PET,(1),Construction,and,Demolition,33.75,0,0,0,1837.562613,0.018035,,,,
2020-2021,Plastic,PET,(1),Municipal,Solid,Waste,7896.741123,0,1126.68778512111,14560.150633,48705.189929,0.326241,,,,
2020-2021,Plastic,PP,(5),Commercial,and,Industrial,5625.657089,0,74.9884615384615,1842.792086,55122.781839,0.120374,,,,
2020-2021,Plastic,PP,(5),Construction,and,Demolition,112.846841,0,1.11923076923077,23.62554,3563.757792,0.037173,,,,
2020-2021,Plastic,PP,(5),Municipal,Solid,Waste,14357.301818,0,185.792307692308,4701.482374,37342.556685,0.340087,,,,
2020-2021,Plastic,PS,(6),Commercial,and,Industrial,2596.318283,0,55.1175811870101,311.2,14354.891103,0.171077,,,,
2020-2021,Plastic,PS,(6),Construction,and,Demolition,1730.040668,0,40,211.171429,928.061926,0.680998,,,,
2020-2021,Plastic,PS,(6),Municipal,Solid,Waste,4050.048241,0,84.8824188129899,489.028571,9724.624137,0.322258,,,,
2020-2021,Plastic,PVC,(3),Commercial,and,Industrial,1249.203766,0,0,869.538462,36174.325581,0.055329,,,,
2020-2021,Plastic,PVC,(3),Construction,and,Demolition,373.503388,0,0,260.861538,2338.716052,0.213369,,,,
2020-2021,Plastic,PVC,(3),Municipal,Solid,Waste,35.02994,0,0,0,24506.052825,0.001427,,,,
2020-2021,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,48172.204493,0,,,,,
2020-2021,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3757.320725,0,,,,,
2020-2021,Textiles,Clothing,Municipal,Solid,Waste,0,0,0,0,63601.568489,0,,,,,
2020-2021,Textiles,Other,textiles,Commercial,and,Industrial,33184,0,0,0,73991.543558,0.309622,,,,
2020-2021,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6697.310618,0,,,,
2020-2021,Textiles,Other,textiles,Municipal,Solid,Waste,0,0,0,0,20826.482974,0,,,,
2020-2021,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,6814,0,0,8543,0,1,,
2020-2021,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2020-2021,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2020-2021,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,13548.855034,10359.537626,0.566698,,
2020-2021,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,181.912023,0,,
2020-2021,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,1639.144966,2498.713457,0.396133,,
2020-2021,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,23287,0,0,8371.500306,1127.65391,0.965605,,
2020-2021,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,0,0,0,0,130.46868,0,,
2020-2021,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,0,0,0,1738.499694,0,1,,
2020-2021,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,12900,0,0,0,0,1,,
2020-2021,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2020-2021,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
